"","distance","type","Hylak_id","geometry"
"75680",123.69316876853,"dp",1064917,c(-83.9586033403047, 31.4712828873724)
"75681",123.69316876853,"dp",1065258,c(-83.9274520603454, 30.9228357533038)
"75682",123.69316876853,"dp",1065067,c(-83.1925297793227, 31.2285606397302)
"75684",123.69316876853,"dp",1064920,c(-82.8541152230736, 31.4593102010439)
"75685",123.69316876853,"dp",1064649,c(-82.2625887137277, 31.8199667533477)
"75686",123.69316876853,"dp",1063926,c(-82.5238385262469, 32.5696575770593)
"75687",123.69316876853,"dp",1063619,c(-83.1582080785144, 32.7865393340968)
"75688",123.69316876853,"dp",1064886,c(-83.4274619774246, 31.5116823429166)
"75689",123.69316876853,"dp",1064861,c(-83.8071053820139, 31.5347537317671)
"75690",123.69316876853,"dp",1064797,c(-84.4588609692887, 31.6198601344732)
"75691",123.69316876853,"dp",1064529,c(-84.5874614436701, 31.9886902190079)
"75692",123.69316876853,"dp",1064463,c(-84.2897807755442, 32.0724901051053)
"75693",123.69316876853,"dp",1063890,c(-84.830910524784, 32.5921002326613)
"75694",123.69316876853,"dp",1063999,c(-84.1261941942975, 32.5154705810578)
"75695",123.69316876853,"dp",1063432,c(-83.8013843553623, 32.9428531215253)
"75696",123.69316876853,"dp",1062832,c(-84.1822986037519, 33.3868681089222)
"75697",123.69316876853,"dp",1063138,c(-84.2482843811408, 33.164671103429)
"75698",123.69316876853,"dp",1063158,c(-84.2321424353273, 33.1564663574907)
"75699",123.69316876853,"dp",1063109,c(-84.8776017719147, 33.1824049483186)
"75700",123.69316876853,"dp",1062739,c(-84.6155359439026, 33.4497860247863)
"75701",123.69316876853,"dp",1062812,c(-84.7760502045235, 33.4065104490626)
"75702",123.69316876853,"dp",1062477,c(-84.7665300237744, 33.6389767642819)
"75703",123.69316876853,"dp",1062526,c(-84.7585437737877, 33.5977167022344)
"75704",123.69316876853,"dp",1062772,c(-84.5208157193253, 33.433318564596)
"75705",123.69316876853,"dp",1061866,c(-84.5318609126347, 34.1638352537778)
"75706",123.69316876853,"dp",1062120,c(-83.6199658290029, 33.9559519626661)
"75707",123.69316876853,"dp",1061981,c(-83.751709969627, 34.0758571899933)
"75708",123.69316876853,"dp",1062506,c(-83.0386016109578, 33.6131318145762)
"75709",123.69316876853,"dp",1062207,c(-83.575673578239, 33.8754741068535)
"75710",123.69316876853,"dp",1063345,c(-82.8166186423151, 33.0143592660184)
"75711",123.69316876853,"dp",1063499,c(-82.5345492869773, 32.8966612937127)
"75721",123.69316876853,"dp",1062777,c(-82.1027566955679, 33.4299385659974)
"75722",123.69316876853,"dp",1062884,c(-82.0572381920144, 33.3483503940225)
"75723",123.69316876853,"dp",1063311,c(-82.0121745167682, 33.0470221812349)
"75724",123.69316876853,"dp",1064146,c(-81.868314998582, 32.3948518975621)
"76348",247.38633753706,"dp",1062838,c(-94.2631355056118, 33.3853876873725)
"76349",247.38633753706,"dp",1064405,c(-94.3679868077825, 32.1309043289055)
"76352",247.38633753706,"dp",1066041,c(-93.8436455740088, 30.0049654742604)
"76353",247.38633753706,"dp",1067792,c(-95.3903026108008, 28.8733660226243)
"76354",247.38633753706,"dp",1067895,c(-95.8668378221804, 28.7376978730732)
"76355",247.38633753706,"dp",1067807,c(-96.1896232292373, 28.8571393538908)
"76356",247.38633753706,"dp",113603,c(-95.258999921181, 32.5921403645708)
"76357",247.38633753706,"dp",1063572,c(-97.3962693516029, 32.8262565471798)
"76358",247.38633753706,"dp",113426,c(-98.1228531136556, 33.2431423637675)
"76359",247.38633753706,"dp",1068645,c(-99.014361187271, 27.7853498246845)
"76370",247.38633753706,"dp",1064778,c(-101.939968470235, 31.641865798172)
"76371",247.38633753706,"dp",1065034,c(-101.676654093928, 31.268090570569)
"76372",247.38633753706,"dp",1061355,c(-101.780725053414, 34.6506888249951)
"76373",247.38633753706,"dp",1061240,c(-102.136913586462, 34.726934993908)
"76374",247.38633753706,"dp",1060681,c(-102.207898016132, 35.1555660826705)
"76469",247.38633753706,"dp",113158,c(-85.2944162428855, 34.3669785204696)
"76485",247.38633753706,"dp",1065206,c(-81.6537163012838, 31.0049590174051)
"76495",247.38633753706,"dp",113810,c(-83.0976624044107, 31.0247529669814)
"76496",247.38633753706,"dp",1062908,c(-84.1334090198019, 33.3343621940179)
"76564",494.772675074119,"dp",113111,c(-84.6811516159041, 34.6035605859612)
"76574",989.545350148239,"dp",9489,c(-103.921218413898, 31.9134072159226)
"76594",787.464284904401,"dp",113471,c(-96.4221073808608, 33.1702851116553)
"76595",787.464284904401,"dp",113529,c(-96.978366859975, 32.9405968163923)
"76596",787.464284904401,"dp",9495,c(-99.0292189119811, 31.8283944543387)
"76613",827.586853448023,"dp",114567,c(-97.8768623449412, 26.5312187352008)
"76631",797.119815335185,"dp",114144,c(-94.9305024056747, 29.4305128628482)
"76653",666.108099335236,"dp",113756,c(-96.9724630101802, 31.5570759916407)
"76654",666.108099335236,"dp",113032,c(-102.134706331441, 34.8948067712671)
"76664",755.38069872085,"dp",9481,c(-94.5502035132305, 32.261939472462)
"76697",458.911756223351,"dp",1067690,c(-95.2401780556344, 29.027521605143)
"76721",939.62758580195,"dp",113824,c(-94.2173360786918, 30.8706821073827)
"76722",939.62758580195,"dp",113941,c(-93.9203153575218, 30.0215042800676)
"77831",182.482875908947,"dp",1062611,c(-94.3572225378395, 33.5453757740691)
"77832",182.482875908947,"dp",1065460,c(-94.0721432892906, 30.6811346398028)
"77833",182.482875908947,"dp",1065236,c(-94.1338394114661, 30.9483150567232)
"77844",182.482875908947,"dp",1066458,c(-94.1557469749416, 29.7735693432939)
"77845",182.482875908947,"dp",1066200,c(-94.0724108353538, 29.9031329835029)
"77846",182.482875908947,"dp",1066777,c(-94.7007695194012, 29.5979610256071)
"77847",182.482875908947,"dp",1066069,c(-94.6433140023275, 29.9873966161098)
"77848",182.482875908947,"dp",1067945,c(-96.5358233759257, 28.6587628662251)
"77849",182.482875908947,"dp",1067903,c(-96.614352604578, 28.7410957080759)
"77850",182.482875908947,"dp",1067877,c(-96.6028570420622, 28.7603813201321)
"77851",182.482875908947,"dp",1065563,c(-96.1475337743938, 30.5763190104406)
"77852",182.482875908947,"dp",1065183,c(-95.1324372559811, 31.0482702659373)
"77853",182.482875908947,"dp",1064472,c(-95.8740035975733, 32.054270218201)
"77856",182.482875908947,"dp",1062954,c(-95.7642249887385, 33.303416032707)
"77857",182.482875908947,"dp",1063552,c(-96.8669160882451, 32.8519008373382)
"77858",182.482875908947,"dp",1064401,c(-96.7858540901946, 32.1343512140198)
"77859",182.482875908947,"dp",1064689,c(-96.9586665515209, 31.7546587593189)
"77860",182.482875908947,"dp",1064857,c(-98.8132780252659, 31.5375629654308)
"77861",182.482875908947,"dp",113858,c(-98.2984480540392, 30.554001209668)
"77863",182.482875908947,"dp",1068293,c(-97.1958283001494, 28.2140745545692)
"77864",182.482875908947,"dp",1068550,c(-97.5244149976768, 27.8784736910847)
"77865",182.482875908947,"dp",1068270,c(-96.9350422341397, 28.2661523957723)
"77866",182.482875908947,"dp",1069193,c(-97.4451901492602, 26.4131506575077)
"77880",182.482875908947,"dp",1064639,c(-101.984612989982, 31.831261656316)
"77881",182.482875908947,"dp",1063410,c(-101.759976856212, 32.9627094985163)
"77882",182.482875908947,"dp",1062211,c(-101.233138525849, 33.8716125253413)
"77883",182.482875908947,"dp",1061517,c(-102.528801682544, 34.5348458387276)
"78048",182.482875908947,"dp",113084,c(-83.3480275512585, 34.6949543211527)
"78073",182.482875908947,"dp",1061785,c(-85.3271460446178, 34.2465114464097)
"78074",182.482875908947,"dp",1062575,c(-85.2380710419742, 33.5757199567377)
"78120",182.482875908947,"dp",1065409,c(-82.1697859026033, 30.7533765359697)
"78135",182.482875908947,"dp",1065298,c(-84.7601000000553, 30.8767821576238)
"78136",182.482875908947,"dp",1064935,c(-84.3461571901629, 31.4130381094123)
"78138",182.482875908947,"dp",1064774,c(-84.4264343864281, 31.6492411513144)
"78139",182.482875908947,"dp",1062257,c(-84.7293455800897, 33.8352218016441)
"78313",364.965751817893,"dp",1066359,c(-94.7684274596851, 29.81795523518)
"78314",364.965751817893,"dp",114504,c(-99.1347881294214, 27.6517685344265)
"78315",364.965751817893,"dp",1061112,c(-101.965282786915, 34.8156131365579)
"78331",364.965751817893,"dp",1065328,c(-84.8461606503868, 30.8444135430769)
"78347",1459.86300727157,"dp",9605,c(-98.3085345406221, 28.4939366548855)
"78379",597.745765355138,"dp",114594,c(-97.4817726143027, 26.1679045586692)
"78426",573.149195236284,"dp",113592,c(-99.6886664485731, 32.595413344744)
"78502",1123.29871361094,"dp",9508,c(-97.5687562985523, 31.0189828902182)
"78528",484.664832642105,"dp",113272,c(-95.9804245033149, 33.7289614235405)
"78529",484.664832642105,"dp",113240,c(-97.6540767381089, 33.8642104175925)
"78848",308.86890422961,"dp",1065091,c(-94.8338246357349, 31.1949390177872)
"78853",308.86890422961,"dp",1067578,c(-95.5977890419187, 29.1536874103492)
"78854",308.86890422961,"dp",1067882,c(-95.7898960335032, 28.7539200827056)
"78855",308.86890422961,"dp",1067938,c(-96.5426770142449, 28.6675472953004)
"78857",308.86890422961,"dp",113768,c(-100.481690816322, 31.3862210756769)
"78858",308.86890422961,"dp",114428,c(-97.2548400434907, 28.080823237789)
"78865",308.86890422961,"dp",1061144,c(-102.054933013595, 34.7850103260281)
"78866",308.86890422961,"dp",1062065,c(-102.820021113244, 34.0040255311233)
"78867",308.86890422961,"dp",1060443,c(-101.496715989118, 35.3764654897571)
"78925",308.86890422961,"dp",113157,c(-85.272927834909, 34.3647846427513)
"78942",308.86890422961,"dp",113454,c(-83.3287330210002, 33.2071172863568)
"78992",617.73780845922,"dp",114286,c(-95.2108014978943, 29.1083963209493)
"78993",617.73780845922,"dp",114327,c(-96.5650081923205, 28.789744500569)
"78994",617.73780845922,"dp",114441,c(-97.1841811281978, 28.0168217603689)
"79022",513.517283058711,"dp",113794,c(-102.380777363974, 31.1653796369039)
"79030",513.517283058711,"dp",113557,c(-83.820875086067, 32.8393618451759)
"79182",362.491379207837,"dp",113497,c(-94.831581707905, 33.0701470792981)
"79183",362.491379207837,"dp",113553,c(-94.5470955197963, 32.8434731363472)
"79184",362.491379207837,"dp",1067786,c(-95.4542639563114, 28.8865605026414)
"79185",362.491379207837,"dp",1067930,c(-96.5446479369105, 28.6751589807986)
"79186",362.491379207837,"dp",113662,c(-95.9589583908436, 32.2262399094282)
"79189",362.491379207837,"dp",1060799,c(-101.669876260326, 35.0693582820042)
"79226",362.491379207837,"dp",113844,c(-82.2108319278003, 30.6772106308758)
"79245",724.982758415674,"dp",114115,c(-94.6838918219139, 29.5513455831944)
"79246",724.982758415674,"dp",114447,c(-97.186950229952, 27.9970946973085)
"79252",1449.96551683135,"dp",9498,c(-99.6831862133784, 31.5634837198545)
"79291",2204.94897900156,"dp",9514,c(-98.4315968114951, 30.7852903222092)
"79305",1606.0510577189,"dp",9615,c(-97.9195849921342, 28.1602398275509)
"79416",636.396103067893,"dp",113970,c(-93.8865555034462, 29.898557945822)
"79417",636.396103067893,"dp",9477,c(-97.6906636622524, 32.417290094063)
"79509",394.588393138977,"dp",113663,c(-101.642006878742, 32.2154132120704)
"79510",394.588393138977,"dp",1064212,c(-102.818121536195, 32.3410795979586)
"79511",394.588393138977,"dp",1060857,c(-101.799310586605, 35.0166829212598)
"79551",721.248916810278,"dp",9578,c(-98.3060463622343, 29.2859354293923)
"79553",721.248916810278,"dp",113660,c(-101.104381982931, 32.2514873395928)
"79599",934.344690143846,"dp",114247,c(-95.5392544223901, 29.2430344181571)
"79617",642.028036770981,"dp",113038,c(-84.2648856143628, 34.868605093477)
"79632",1268.8971589534,"dp",9594,c(-96.5571958472749, 28.9005709981514)
"79672",457.930125674212,"dp",113975,c(-93.9443677486041, 29.9003237498392)
"79673",457.930125674212,"dp",113370,c(-95.2673072264436, 33.3827345222457)
"79674",457.930125674212,"dp",113273,c(-95.5770675993233, 33.7274988383949)
"79675",457.930125674212,"dp",114467,c(-97.5851167403174, 27.8969789604565)
"79695",915.860251348425,"dp",9517,c(-97.3442851515218, 30.695577668115)
"79749",426.380112106557,"dp",1068325,c(-97.1911462440433, 28.1655506169056)
"79751",426.380112106557,"dp",113257,c(-102.457357965466, 33.8258532303308)
"79752",426.380112106557,"dp",1062168,c(-102.482895237199, 33.9164443273326)
"79776",1092.01648339208,"dp",9454,c(-97.5004919205251, 32.8981684698688)
"82227",94.8683298050514,"dp",1062524,c(-94.4706709868412, 33.6046862771809)
"82228",94.8683298050514,"dp",1063484,c(-94.8157474400643, 32.9091289402581)
"82231",94.8683298050514,"dp",1064532,c(-94.742386309533, 31.9853235977126)
"82232",94.8683298050514,"dp",1065472,c(-94.9456410537511, 30.670718179742)
"82233",94.8683298050514,"dp",1065574,c(-94.8771893934797, 30.5632003351413)
"82234",94.8683298050514,"dp",1065760,c(-94.788190195554, 30.3140971138916)
"82235",94.8683298050514,"dp",1065462,c(-94.3502440446908, 30.6812505764302)
"82238",94.8683298050514,"dp",1067393,c(-95.0455159991462, 29.2753227688851)
"82239",94.8683298050514,"dp",1067717,c(-96.1496117154847, 28.9826719667474)
"82240",94.8683298050514,"dp",1067966,c(-96.4219245577176, 28.6360705009641)
"82241",94.8683298050514,"dp",1067887,c(-96.5883872591438, 28.7484844385215)
"82242",94.8683298050514,"dp",1067838,c(-96.5898453851882, 28.818612720789)
"82243",94.8683298050514,"dp",1067164,c(-96.6481838042705, 29.3766469221225)
"82244",94.8683298050514,"dp",1066864,c(-96.4159939533165, 29.5650261052264)
"82245",94.8683298050514,"dp",1064987,c(-97.0507737428808, 31.3466777675349)
"82246",94.8683298050514,"dp",1064949,c(-96.697702121469, 31.3960266388934)
"82247",94.8683298050514,"dp",1065190,c(-96.3431723740127, 31.0358249148971)
"82248",94.8683298050514,"dp",1065607,c(-96.1307943090391, 30.5288786343329)
"82249",94.8683298050514,"dp",1065740,c(-95.952568499034, 30.3571096026531)
"82250",94.8683298050514,"dp",1065632,c(-95.9698698111214, 30.5060569551414)
"82251",94.8683298050514,"dp",1065494,c(-95.5387371666679, 30.6529040710335)
"82252",94.8683298050514,"dp",1065786,c(-95.4760422058564, 30.2663490598113)
"82253",94.8683298050514,"dp",1065244,c(-95.4336762867476, 30.9428214442254)
"82254",94.8683298050514,"dp",1064959,c(-95.1530338437469, 31.3888786999047)
"82255",94.8683298050514,"dp",1064643,c(-95.6130792994309, 31.8250991786602)
"82256",94.8683298050514,"dp",1064448,c(-95.911607196757, 32.0883065365419)
"82257",94.8683298050514,"dp",1064452,c(-95.8970660682217, 32.0805254052037)
"82258",94.8683298050514,"dp",1063897,c(-95.4212086402022, 32.5872219761088)
"82259",94.8683298050514,"dp",1064018,c(-95.2268631798888, 32.4945038879045)
"82260",94.8683298050514,"dp",1063703,c(-95.3306442978067, 32.7177086502358)
"82261",94.8683298050514,"dp",1062973,c(-95.2799086460206, 33.2848483359204)
"82262",94.8683298050514,"dp",1064259,c(-97.787073886129, 32.2932334436551)
"82263",94.8683298050514,"dp",1064068,c(-96.89902161583, 32.4533820579896)
"82264",94.8683298050514,"dp",1064748,c(-99.0120781275316, 31.6779042528859)
"82265",94.8683298050514,"dp",1065791,c(-98.5746536914917, 30.263901013333)
"82270",94.8683298050514,"dp",1069289,c(-97.979640165122, 26.176898565494)
"82271",94.8683298050514,"dp",1068929,c(-97.5156528641068, 27.1716303693956)
"82272",94.8683298050514,"dp",1068375,c(-96.8671613388031, 28.0970008564109)
"82273",94.8683298050514,"dp",1068377,c(-96.8596566717301, 28.0906555556119)
"82274",94.8683298050514,"dp",1068252,c(-96.5732396928652, 28.2980973957192)
"82286",94.8683298050514,"dp",1059844,c(-100.645937344525, 36.2213447436567)
"82606",94.8683298050514,"dp",1065337,c(-84.8719119589705, 30.8286060298424)
"82607",94.8683298050514,"dp",1064885,c(-84.6746279510629, 31.5127703635737)
"82608",94.8683298050514,"dp",1063969,c(-82.5633417024794, 32.5440088277999)
"82609",94.8683298050514,"dp",1064922,c(-83.1835446907, 31.4533037919249)
"82610",94.8683298050514,"dp",1064483,c(-84.2166916501771, 32.0416866350281)
"82611",94.8683298050514,"dp",1064680,c(-84.1058071842811, 31.7697795709911)
"82612",94.8683298050514,"dp",1063570,c(-84.7764649009215, 32.8289543033172)
"82613",94.8683298050514,"dp",1063654,c(-84.2621566445181, 32.7578940689295)
"82614",94.8683298050514,"dp",1063199,c(-84.1660808532205, 33.1309067902523)
"82615",94.8683298050514,"dp",1063403,c(-84.0436339382929, 32.9668653806981)
"82616",94.8683298050514,"dp",1062536,c(-84.7820209408341, 33.5897527477529)
"82617",94.8683298050514,"dp",1061873,c(-84.2990066556237, 34.1605533554024)
"82618",94.8683298050514,"dp",1061839,c(-83.4842040383297, 34.1865008644324)
"82619",94.8683298050514,"dp",1061885,c(-83.2733197722091, 34.1508325151059)
"82620",94.8683298050514,"dp",1061874,c(-83.3268869531641, 34.1584843325136)
"82621",94.8683298050514,"dp",1061989,c(-83.2266240659774, 34.0697303851459)
"82622",94.8683298050514,"dp",1062084,c(-83.1751214488101, 33.9876115801456)
"82623",94.8683298050514,"dp",1062217,c(-83.2311054625361, 33.8684064316838)
"82624",94.8683298050514,"dp",1063252,c(-82.7675863671315, 33.0837874694205)
"82625",94.8683298050514,"dp",1063270,c(-82.4303088816509, 33.0756674464022)
"82626",94.8683298050514,"dp",1063500,c(-82.4479892173278, 32.8990469127763)
"82627",94.8683298050514,"dp",1062847,c(-82.4240750583782, 33.3855392968083)
"82632",94.8683298050514,"dp",1063532,c(-82.1393347015094, 32.8662502245282)
"82633",94.8683298050514,"dp",1064240,c(-81.5985973531622, 32.3184808738197)
"82634",94.8683298050514,"dp",1064558,c(-81.5409902266527, 31.9547252462838)
"82635",94.8683298050514,"dp",1064572,c(-81.2787103617901, 31.9320239628207)
"84427",189.736659610103,"dp",1062943,c(-94.7711029203172, 33.306671176476)
"84428",189.736659610103,"dp",1063230,c(-95.0473799033866, 33.106016088172)
"84429",189.736659610103,"dp",1064100,c(-94.6927654330102, 32.4441115868995)
"84432",189.736659610103,"dp",1064336,c(-94.9077699085042, 32.1980583907704)
"84433",189.736659610103,"dp",1065627,c(-94.4392031107071, 30.5132896170501)
"84434",189.736659610103,"dp",1065549,c(-93.7513109684951, 30.5840421734651)
"84441",189.736659610103,"dp",1066012,c(-93.8901495388952, 30.0227974193731)
"84442",189.736659610103,"dp",1066070,c(-93.8799114428765, 29.9906473007778)
"84443",189.736659610103,"dp",1065988,c(-94.0141615982926, 30.0419314219935)
"84444",189.736659610103,"dp",1065945,c(-94.0542489167631, 30.066251359139)
"84445",189.736659610103,"dp",1066557,c(-94.2161365805084, 29.7123860177396)
"84446",189.736659610103,"dp",1067812,c(-95.5371853995013, 28.8568762669286)
"84447",189.736659610103,"dp",1067538,c(-95.7164145072435, 29.1862433071404)
"84448",189.736659610103,"dp",1067526,c(-95.2693717902313, 29.193217341188)
"84449",189.736659610103,"dp",1067531,c(-95.0833648488879, 29.1929943861353)
"84450",189.736659610103,"dp",1066915,c(-95.0853491488567, 29.5331970419069)
"84451",189.736659610103,"dp",1066230,c(-95.13552295391, 29.8861438084892)
"84452",189.736659610103,"dp",1067870,c(-96.5953122430798, 28.7678235597903)
"84453",189.736659610103,"dp",1067654,c(-96.8605529510419, 29.0759920335939)
"84454",189.736659610103,"dp",1065560,c(-97.0304536193803, 30.5732020988042)
"84455",189.736659610103,"dp",1065862,c(-96.8462793685698, 30.1583853051053)
"84456",189.736659610103,"dp",1065806,c(-97.6635389505443, 30.2539839725901)
"84457",189.736659610103,"dp",1065118,c(-96.0621910393319, 31.1511952364529)
"84458",189.736659610103,"dp",1065229,c(-95.905096909219, 30.9617592463993)
"84459",189.736659610103,"dp",1063390,c(-95.8855169964933, 32.975284163487)
"84460",189.736659610103,"dp",1062749,c(-96.9522142322965, 33.445255578116)
"84461",189.736659610103,"dp",1062725,c(-96.9525798785829, 33.4571658370298)
"84462",189.736659610103,"dp",1062740,c(-96.9072620345767, 33.4493757874894)
"84463",189.736659610103,"dp",1061977,c(-99.1896261541767, 34.0800219903772)
"84464",189.736659610103,"dp",1065084,c(-98.912827456284, 31.1976947422382)
"84465",189.736659610103,"dp",1067770,c(-99.9536842014825, 28.9060869061545)
"84466",189.736659610103,"dp",1068777,c(-99.2364199606316, 27.531921275413)
"84472",189.736659610103,"dp",1068931,c(-97.8524220120672, 27.1647678128744)
"84473",189.736659610103,"dp",1068863,c(-97.7483287570756, 27.321759383663)
"84474",189.736659610103,"dp",1068910,c(-97.4381224740905, 27.2168233585723)
"84475",189.736659610103,"dp",1069200,c(-97.3876499092666, 26.3984311649302)
"84476",189.736659610103,"dp",1069021,c(-97.4824325612586, 26.8731203084738)
"84505",189.736659610103,"dp",1064394,c(-101.62256965725, 32.1368260151045)
"84506",189.736659610103,"dp",1062637,c(-101.679958287808, 33.5278648842322)
"84507",189.736659610103,"dp",1062622,c(-101.693152767825, 33.536774168137)
"84508",189.736659610103,"dp",1060892,c(-102.071516410412, 34.991997337828)
"84509",189.736659610103,"dp",1061222,c(-102.005909656613, 34.744873957446)
"84510",189.736659610103,"dp",1061821,c(-101.797379795849, 34.2092333616029)
"84511",189.736659610103,"dp",1061372,c(-102.203795643163, 34.6373561128453)
"84512",189.736659610103,"dp",1059787,c(-101.367094380595, 36.3084844964431)
"84845",189.736659610103,"dp",1063602,c(-84.9973152578965, 32.7972411766251)
"84920",189.736659610103,"dp",1065355,c(-84.8730891616486, 30.8037287050652)
"84921",189.736659610103,"dp",1065205,c(-83.6299765108679, 31.0039111286576)
"84922",189.736659610103,"dp",1063893,c(-82.3634089885461, 32.5899018958419)
"84923",189.736659610103,"dp",1063714,c(-82.5197985806925, 32.7087904481289)
"84924",189.736659610103,"dp",1063989,c(-82.5298404762649, 32.527915932098)
"84925",189.736659610103,"dp",1063639,c(-82.8892663166779, 32.7762744834718)
"84926",189.736659610103,"dp",1064377,c(-83.1279798324731, 32.157476112083)
"84927",189.736659610103,"dp",1064539,c(-84.1814335381475, 32.0003329318585)
"84928",189.736659610103,"dp",1062638,c(-84.1778350435974, 33.5247033815853)
"84929",189.736659610103,"dp",1062784,c(-84.8542806734051, 33.4254750058429)
"84930",189.736659610103,"dp",1062388,c(-84.0510895552543, 33.7191736967282)
"84931",189.736659610103,"dp",1062799,c(-83.3936575323384, 33.4163383077844)
"84932",189.736659610103,"dp",1063071,c(-82.7920133227022, 33.2103278391152)
"84933",189.736659610103,"dp",1063210,c(-82.691795026526, 33.1202807524419)
"84935",189.736659610103,"dp",1064566,c(-81.8685201172304, 31.9466810279834)
"84936",189.736659610103,"dp",1064427,c(-81.1154805086277, 32.1090146018341)
"85206",379.473319220206,"dp",1066590,c(-94.3005206088439, 29.6904695360619)
"85207",379.473319220206,"dp",114124,c(-94.5547830100124, 29.5106874997891)
"85208",379.473319220206,"dp",114334,c(-97.1708127432396, 28.7270361624544)
"85209",379.473319220206,"dp",114408,c(-96.7773327480814, 28.1748879745115)
"85215",379.473319220206,"dp",1060428,c(-101.147019907204, 35.3880591524961)
"85216",379.473319220206,"dp",1060751,c(-101.716942071946, 35.1099539379948)
"85223",379.473319220206,"dp",113179,c(-99.6757930238318, 34.2501099409599)
"85243",379.473319220206,"dp",113383,c(-84.2170795919688, 33.3376173377869)
"85294",630.713881248859,"dp",113840,c(-82.180853391418, 30.7099671872144)
"85301",993.629709700752,"dp",113466,c(-95.6307953079163, 33.1718814698324)
"85305",812.219182240853,"dp",114140,c(-94.975160302725, 29.4371658416199)
"85306",812.219182240853,"dp",113709,c(-97.2027042339738, 31.908520041168)
"85320",660.681466366357,"dp",113748,c(-94.8295082259152, 31.6060681349149)
"85333",941.541289588513,"dp",9542,c(-98.2404529857381, 29.8809400375599)
"85339",1884.51585294473,"dp",9434,c(-94.2151154463672, 33.2719570747749)
"85350",792.022726946645,"dp",9486,c(-94.4281267036903, 32.0309268241862)
"85356",1395.88681489582,"dp",9456,c(-99.0103078644134, 32.8178600598962)
"85602",271.661554144123,"dp",1065841,c(-94.5305611730901, 30.1971839433713)
"85606",271.661554144123,"dp",1067785,c(-95.5865253526576, 28.8878759374522)
"85607",271.661554144123,"dp",1062222,c(-95.3917116867337, 33.8602507358571)
"85608",271.661554144123,"dp",1062396,c(-95.6469729265382, 33.7060059713173)
"85609",271.661554144123,"dp",1068029,c(-100.320966977952, 28.5799794688128)
"85613",271.661554144123,"dp",1063701,c(-101.441855668857, 32.7120768056053)
"85614",271.661554144123,"dp",1060780,c(-101.626444616066, 35.0895045005637)
"85663",271.661554144123,"dp",1063622,c(-83.6141377839261, 32.7824458793297)
"85710",543.323108288245,"dp",113570,c(-96.173409937807, 32.7399640235936)
"85711",543.323108288245,"dp",113815,c(-103.718155411025, 30.962900776269)
"85732",708.025423272357,"dp",9480,c(-97.7671773772285, 32.3038639405665)
"85913",313.209195267317,"dp",1067808,c(-95.4708295167249, 28.8589229943122)
"85914",313.209195267317,"dp",113395,c(-95.7271876953886, 33.3242489528287)
"85915",313.209195267317,"dp",113631,c(-100.304597617985, 32.4352023029947)
"85924",313.209195267317,"dp",1059878,c(-101.034048582015, 36.1556131350278)
"86027",626.418390534633,"dp",114387,c(-97.272801302534, 28.4254314854014)
"86161",331.360830515618,"dp",113850,c(-97.7667715990326, 30.6734828223951)
"86162",331.360830515618,"dp",113366,c(-95.6987118760613, 33.3933025917423)
"86192",331.360830515618,"dp",113329,c(-84.2830653693577, 33.5157004565584)
"86217",1041.39329746259,"dp",9504,c(-96.3200430168484, 31.3551366822333)
"86226",1002.6464980241,"dp",9468,c(-96.9952044255528, 32.6340603735742)
"86253",1782.41409330155,"dp",835,c(-96.1862253942345, 32.3712989257978)
"86261",846.935652809586,"dp",113854,c(-96.0633191918984, 30.6212489126551)
"86266",1472.75252503603,"dp",9526,c(-95.5747756213818, 30.3821519141693)
"86267",2655.29659360306,"dp",9503,c(-100.548430181789, 31.358369530497)
"86992",276.586333718787,"dp",1065715,c(-94.7851178749281, 30.4026414835099)
"86993",276.586333718787,"dp",1064887,c(-94.101711588376, 31.5102197577711)
"87002",276.586333718787,"dp",1067443,c(-94.8792762527727, 29.2506996128679)
"87003",276.586333718787,"dp",1067431,c(-95.8300190247821, 29.2580303749998)
"87004",276.586333718787,"dp",1067931,c(-96.9436393809707, 28.6755870544998)
"87005",276.586333718787,"dp",1064993,c(-96.8588718699447, 31.3414561602013)
"87006",276.586333718787,"dp",1065278,c(-95.3923092062748, 30.8954301182293)
"87007",276.586333718787,"dp",1062099,c(-98.7087299419668, 33.9780913993965)
"87008",276.586333718787,"dp",1063557,c(-99.9032250139617, 32.8546476435871)
"87009",276.586333718787,"dp",1067506,c(-99.3077477410825, 29.2066927445715)
"87012",276.586333718787,"dp",1068565,c(-97.3301498011824, 27.8692165972978)
"87013",276.586333718787,"dp",1068136,c(-96.5636169527919, 28.4649302025329)
"87014",276.586333718787,"dp",1069198,c(-97.4110958626056, 26.3992338031198)
"87015",276.586333718787,"dp",1069333,c(-97.7646936579417, 26.064435577825)
"87034",276.586333718787,"dp",1064331,c(-101.269448985727, 32.2061516591824)
"87035",276.586333718787,"dp",1061019,c(-101.857934388155, 34.8876811277837)
"87036",276.586333718787,"dp",1059917,c(-100.991263507407, 36.0987328419901)
"87037",276.586333718787,"dp",1059912,c(-100.857423589288, 36.1035843439362)
"87154",276.586333718787,"dp",1061291,c(-84.9122266915947, 34.7024010199119)
"87194",276.586333718787,"dp",1065329,c(-84.8146660196463, 30.8363113564628)
"87195",276.586333718787,"dp",113829,c(-84.8573708304352, 30.8337785870644)
"87196",276.586333718787,"dp",1065433,c(-83.2355021361748, 30.7231527490295)
