"","distance","type","Hylak_id","geometry"
"28306",201.246117974981,"dp",1061092,c(-102.040855631569, 34.8303638428427)
"28307",201.246117974981,"dp",1061503,c(-101.441614877401, 34.5476122450437)
"28308",201.246117974981,"dp",1060790,c(-102.922468959947, 35.0768986218856)
"28634",201.246117974981,"dp",1062266,c(-85.1392083125182, 33.8142283538845)
"28716",201.246117974981,"dp",1065362,c(-84.8631676618047, 30.7986943799759)
"28717",201.246117974981,"dp",1064937,c(-83.3583771248036, 31.4142197711915)
"28718",201.246117974981,"dp",1065248,c(-83.2065848658432, 30.9379699422792)
"28719",201.246117974981,"dp",1065449,c(-83.2997444050518, 30.6979454507743)
"28720",201.246117974981,"dp",1064154,c(-82.4659593945732, 32.3898577043822)
"28721",201.246117974981,"dp",1064909,c(-83.594611380413, 31.4805355220583)
"28722",201.246117974981,"dp",1063250,c(-84.6148849151488, 33.0829669948267)
"28723",201.246117974981,"dp",1063492,c(-83.0967705842, 32.8979633512203)
"28724",201.246117974981,"dp",1063453,c(-82.2556994026001, 32.9327844713467)
"28726",201.246117974981,"dp",1064536,c(-81.096903893639, 31.9810116469939)
"28952",402.492235949962,"dp",1066333,c(-94.1477250521465, 29.8321128810246)
"28953",402.492235949962,"dp",114336,c(-96.9774973352696, 28.7185950841602)
"28954",402.492235949962,"dp",114542,c(-97.6398655830516, 27.2405903671872)
"28983",402.492235949962,"dp",1063992,c(-82.8746449243236, 32.5210801301831)
"28984",402.492235949962,"dp",113389,c(-83.8412620960833, 33.3249356543909)
"29055",510.881590977792,"dp",113564,c(-97.6882602067846, 32.7798685189208)
"29065",510.881590977792,"dp",113384,c(-81.9216146334738, 33.3280525660273)
"29332",296.98484809835,"dp",1066494,c(-94.052487571847, 29.7514209883615)
"29333",296.98484809835,"dp",1067664,c(-95.2059589141503, 29.0692320363969)
"29334",296.98484809835,"dp",1068057,c(-96.5352080199804, 28.5537332000122)
"29336",296.98484809835,"dp",1068871,c(-97.696714662382, 27.3017915291457)
"29341",296.98484809835,"dp",1062092,c(-102.719651207632, 33.980298654418)
"29400",296.98484809835,"dp",1065209,c(-83.6216602874032, 30.9983952206545)
"29507",523.927475897189,"dp",113997,c(-95.1695904859584, 29.8674557159743)
"29508",523.927475897189,"dp",113295,c(-96.3690574556279, 33.6400826213432)
"29509",523.927475897189,"dp",113478,c(-98.6201900314496, 33.1384961802453)
"29510",523.927475897189,"dp",114451,c(-97.2023296694854, 27.9894473390018)
"30736",84.8528137423857,"dp",1063769,c(-95.4059718919026, 32.6627234751458)
"30737",84.8528137423857,"dp",1062942,c(-96.4817077255411, 33.3127043402013)
"30806",84.8528137423857,"dp",1064918,c(-84.9302280825474, 31.4660211481293)
"30807",84.8528137423857,"dp",1063733,c(-82.8334874216003, 32.6953953085644)
"30808",84.8528137423857,"dp",1064420,c(-84.253804748245, 32.117428925522)
"30809",84.8528137423857,"dp",1064817,c(-84.7461653092633, 31.5982022806566)
"30810",84.8528137423857,"dp",1064344,c(-84.330982869278, 32.1959091040626)
"30811",84.8528137423857,"dp",1063473,c(-84.6985376509114, 32.9181675380935)
"30812",84.8528137423857,"dp",1064260,c(-84.1259534028406, 32.2917663994086)
"32405",169.705627484771,"dp",1063006,c(-94.338159880836, 33.272046256796)
"32408",169.705627484771,"dp",1063705,c(-94.1140811346982, 32.7181902331496)
"32410",169.705627484771,"dp",1065266,c(-94.7428545151436, 30.9022926747506)
"32421",169.705627484771,"dp",1065986,c(-93.97097520459, 30.048486300542)
"32422",169.705627484771,"dp",1065948,c(-94.0222147347951, 30.0686681919099)
"32423",169.705627484771,"dp",1066231,c(-94.0134971922357, 29.8843780044721)
"32424",169.705627484771,"dp",1066416,c(-93.9963742441904, 29.7870492057785)
"32425",169.705627484771,"dp",1066168,c(-94.0841605666296, 29.926592314145)
"32426",169.705627484771,"dp",1066398,c(-94.7791961887292, 29.7950711285737)
"32427",169.705627484771,"dp",1067258,c(-95.4227247345604, 29.3393822146189)
"32428",169.705627484771,"dp",1067197,c(-95.9861276935622, 29.3631313868295)
"32429",169.705627484771,"dp",1067881,c(-96.5925030094161, 28.7564082610935)
"32430",169.705627484771,"dp",1067874,c(-96.6709430560473, 28.7650901308445)
"32431",169.705627484771,"dp",1067911,c(-96.9660552819664, 28.7067873845707)
"32432",169.705627484771,"dp",1065513,c(-97.2437903910803, 30.624160705643)
"32433",169.705627484771,"dp",1064751,c(-95.8543567983318, 31.6754606655086)
"32434",169.705627484771,"dp",1064443,c(-95.8507315491754, 32.0923955322079)
"32435",169.705627484771,"dp",1063601,c(-96.290889414161, 32.8026099342934)
"32436",169.705627484771,"dp",1063578,c(-96.3111025192363, 32.8227918256613)
"32439",169.705627484771,"dp",1063361,c(-95.7721621886137, 33.0035504050648)
"32440",169.705627484771,"dp",1062744,c(-96.9434610169286, 33.447003545729)
"32441",169.705627484771,"dp",1063803,c(-96.6777521033559, 32.6448201844162)
"32442",169.705627484771,"dp",1064618,c(-96.5699354989846, 31.8706667323253)
"32443",169.705627484771,"dp",1064610,c(-97.7023242115072, 31.8886235322676)
"32444",169.705627484771,"dp",1067204,c(-99.3252095808078, 29.3607190131596)
"32448",169.705627484771,"dp",1068474,c(-99.0470196433864, 27.9583986183667)
"32449",169.705627484771,"dp",1068845,c(-97.4680385830581, 27.3544445943848)
"32450",169.705627484771,"dp",1068921,c(-97.4769701624681, 27.1888157448556)
"32451",169.705627484771,"dp",1068928,c(-97.5625804435932, 27.1718488653473)
"32452",169.705627484771,"dp",1068876,c(-97.5091693311751, 27.2947729040876)
"32453",169.705627484771,"dp",1068401,c(-96.9094782078003, 28.0556917442518)
"32454",169.705627484771,"dp",1068190,c(-96.7894882575531, 28.4146493790542)
"32455",169.705627484771,"dp",1069151,c(-97.4303859337628, 26.5066892203058)
"32456",169.705627484771,"dp",1069131,c(-97.3072835309803, 26.5681088782159)
"32471",169.705627484771,"dp",1064120,c(-101.850652676134, 32.4156446857743)
"32472",169.705627484771,"dp",1060794,c(-101.554773484834, 35.0699424242422)
"32723",169.705627484771,"dp",1061574,c(-84.3717033800981, 34.4901879416774)
"32776",169.705627484771,"dp",1062565,c(-85.0245023970194, 33.5730355779036)
"32784",169.705627484771,"dp",1065233,c(-84.9851998803343, 30.9595029412663)
"32840",169.705627484771,"dp",1065215,c(-83.2561031830417, 30.9744543070985)
"32842",169.705627484771,"dp",1065468,c(-83.2470913398127, 30.6690995260596)
"32843",169.705627484771,"dp",1064908,c(-82.2176053023005, 31.4821051256291)
"32844",169.705627484771,"dp",1064339,c(-82.6146436600993, 32.196190027429)
"32845",169.705627484771,"dp",1064723,c(-84.5976906214867, 31.7048015504403)
"32846",169.705627484771,"dp",1064096,c(-83.8495515649417, 32.4313585578867)
"32847",169.705627484771,"dp",1062891,c(-84.0876408065894, 33.344386253186)
"32848",169.705627484771,"dp",1062747,c(-84.0757171703724, 33.4406582449299)
"32849",169.705627484771,"dp",1062548,c(-84.2040902306001, 33.5818244660799)
"32850",169.705627484771,"dp",1062697,c(-84.3006253093061, 33.4806519222783)
"32851",169.705627484771,"dp",1062460,c(-83.7644496213367, 33.6455494792347)
"32852",169.705627484771,"dp",1062241,c(-83.5148960308806, 33.8486035639055)
"32853",169.705627484771,"dp",1063145,c(-83.3778455600029, 33.1550617406588)
"32857",169.705627484771,"dp",1064561,c(-81.6200277928251, 31.9532804975425)
"32858",169.705627484771,"dp",1064540,c(-81.2108963529693, 31.9792503020778)
"33120",339.411254969543,"dp",1065889,c(-93.8026218443172, 30.1248796197897)
"33122",339.411254969543,"dp",114361,c(-96.9087379970254, 28.5627138295339)
"33123",339.411254969543,"dp",113684,c(-95.8606619672214, 32.0440232039801)
"33124",339.411254969543,"dp",114550,c(-97.5150598036667, 26.8951348903746)
"33126",339.411254969543,"dp",113652,c(-100.925393666645, 32.3244203964229)
"33127",339.411254969543,"dp",1059882,c(-100.857584116925, 36.1528039013642)
"33174",678.822509939086,"dp",114257,c(-95.5784855934583, 29.2200923432371)
"33175",678.822509939086,"dp",114281,c(-95.1753605627215, 29.1233209321752)
"33300",408.044115262063,"dp",113852,c(-94.1207965408847, 30.6636728000775)
"33303",408.044115262063,"dp",113220,c(-98.7535082347455, 33.9925299686075)
"33306",408.044115262063,"dp",112941,c(-101.41769625935, 35.3618485565039)
"33307",408.044115262063,"dp",1062132,c(-102.767381425308, 33.9430339469143)
"33339",408.044115262063,"dp",9425,c(-82.5299697901954, 33.6486084225574)
"33365",1632.17646104825,"dp",9516,c(-84.8759697409291, 30.7296273637591)
"34630",192.093727122985,"dp",1063220,c(-94.2061794078561, 33.1137526284997)
"34633",192.093727122985,"dp",1065903,c(-94.057825115808, 30.109807858229)
"34642",192.093727122985,"dp",1066562,c(-94.0408849909059, 29.7092780243054)
"34643",192.093727122985,"dp",1066961,c(-96.3792821743435, 29.5001729395051)
"34644",192.093727122985,"dp",1067869,c(-97.0308995294856, 28.7691925038137)
"34645",192.093727122985,"dp",1066695,c(-97.6493456318912, 29.6450268372263)
"34646",192.093727122985,"dp",1066990,c(-96.4458922258798, 29.4838793842558)
"34647",192.093727122985,"dp",1065589,c(-96.1424147263844, 30.5483426104312)
"34648",192.093727122985,"dp",1065865,c(-95.4820486149754, 30.1579973633136)
"34649",192.093727122985,"dp",1064880,c(-95.4389558623949, 31.5166051904796)
"34650",192.093727122985,"dp",1063962,c(-95.588977858237, 32.5432998307324)
"34652",192.093727122985,"dp",1062286,c(-96.5840039628082, 33.7937789164534)
"34653",192.093727122985,"dp",1062134,c(-96.9293301256903, 33.9431588017438)
"34655",192.093727122985,"dp",1064233,c(-96.6595010027441, 32.3252497892189)
"34656",192.093727122985,"dp",1064839,c(-97.0576853495137, 31.5619185753847)
"34657",192.093727122985,"dp",1064628,c(-98.6214341206435, 31.8521926766609)
"34658",192.093727122985,"dp",1063275,c(-97.9121739661834, 33.0677614602345)
"34659",192.093727122985,"dp",1062619,c(-99.7419081151512, 33.535440896922)
"34660",192.093727122985,"dp",1064520,c(-99.4592947494849, 31.9956419575503)
"34661",192.093727122985,"dp",1067880,c(-98.822129340857, 28.7563502927798)
"34662",192.093727122985,"dp",1067383,c(-99.2409370299987, 29.275064141024)
"34663",192.093727122985,"dp",1068500,c(-99.6412349906676, 27.9203535681787)
"34665",192.093727122985,"dp",1068283,c(-97.1995873223375, 28.2268498790873)
"34666",192.093727122985,"dp",1068601,c(-97.1821566963196, 27.8462254722662)
"34667",192.093727122985,"dp",1068838,c(-97.7325792121548, 27.3736142698136)
"34668",192.093727122985,"dp",1068789,c(-97.3858083005315, 27.5035301790057)
"34669",192.093727122985,"dp",1069201,c(-97.3715882272721, 26.3857896134437)
"34670",192.093727122985,"dp",1069216,c(-97.7304076299418, 26.3501524778246)
"34693",192.093727122985,"dp",1065018,c(-102.542103180987, 31.3024969942974)
"34694",192.093727122985,"dp",1061120,c(-102.467181365087, 34.8094372815988)
"34907",192.093727122985,"dp",1061633,c(-84.7117455082318, 34.4299544046474)
"35010",192.093727122985,"dp",1065353,c(-84.8601354730883, 30.8081164605018)
"35011",192.093727122985,"dp",1065223,c(-83.0794380584053, 30.9668693762066)
"35012",192.093727122985,"dp",1064788,c(-83.3000654603276, 31.635524956474)
"35013",192.093727122985,"dp",1064860,c(-83.4438580919981, 31.534909800304)
"35014",192.093727122985,"dp",1063835,c(-84.2482620856355, 32.6161214100362)
"35015",192.093727122985,"dp",1063368,c(-83.9554685922642, 32.9944761344211)
"35016",192.093727122985,"dp",1062431,c(-84.5369665833409, 33.6714033471426)
"35017",192.093727122985,"dp",1061975,c(-84.2294625155942, 34.0784077957959)
"35018",192.093727122985,"dp",1062161,c(-84.141506747315, 33.9198064895269)
"35019",192.093727122985,"dp",1062109,c(-83.7273855733804, 33.965784280489)
"35209",384.187454245971,"dp",114596,c(-98.0731965643244, 26.1520702908284)
"35225",384.187454245971,"dp",113619,c(-85.0034777355524, 32.5205584153598)
"35231",384.187454245971,"dp",1064284,c(-84.0575284971754, 32.2609763066345)
"35232",384.187454245971,"dp",113390,c(-84.4179487171234, 33.3227551539758)
"35362",381.837661840736,"dp",113908,c(-94.0321139391338, 30.0926849101838)
"35363",381.837661840736,"dp",114291,c(-95.2360221734526, 29.0917415785147)
"35386",381.837661840736,"dp",1062833,c(-84.57510081555, 33.395442960248)
"35497",366.196668472011,"dp",1067776,c(-95.4600340330745, 28.8964686251822)
"35498",366.196668472011,"dp",113682,c(-100.274873250362, 32.0444646549844)
"35499",366.196668472011,"dp",1069330,c(-97.9094985055514, 26.0688500878679)
"35500",366.196668472011,"dp",1060558,c(-102.587724243865, 35.2608142448349)
"35550",912.414379544733,"dp",114077,c(-94.1026792133046, 29.68847185879)
"36988",212.132034355964,"dp",113419,c(-94.3671440376834, 33.2717296606212)
"36990",212.132034355964,"dp",1063126,c(-95.0211693073944, 33.1827349217965)
"36991",212.132034355964,"dp",1063689,c(-94.115811265907, 32.7287315480399)
"36992",212.132034355964,"dp",1065649,c(-94.8346718649351, 30.497767486283)
"37003",212.132034355964,"dp",1066191,c(-93.9686787675475, 29.9082698679164)
"37004",212.132034355964,"dp",1066484,c(-94.3522684765691, 29.7576280570279)
"37005",212.132034355964,"dp",1066500,c(-94.3692576515827, 29.7523083494711)
"37006",212.132034355964,"dp",1066781,c(-94.5784117864946, 29.5973055377523)
"37007",212.132034355964,"dp",114108,c(-95.0493240714459, 29.573003437011)
"37008",212.132034355964,"dp",1067116,c(-95.0139098908794, 29.3951744869996)
"37009",212.132034355964,"dp",1067424,c(-95.0213922624471, 29.2575577102881)
"37010",212.132034355964,"dp",1067854,c(-96.0434806513116, 28.796919194164)
"37011",212.132034355964,"dp",1067847,c(-96.2619320119199, 28.8074828045596)
"37012",212.132034355964,"dp",1067883,c(-96.6777030532443, 28.7511331445472)
"37013",212.132034355964,"dp",1064744,c(-95.8523591210599, 31.6825372588804)
"37014",212.132034355964,"dp",1064524,c(-96.090898731914, 31.9923377636697)
"37015",212.132034355964,"dp",1064465,c(-95.8982432708998, 32.0675137483297)
"37016",212.132034355964,"dp",1064428,c(-95.8604122575624, 32.1073246025349)
"37017",212.132034355964,"dp",1064292,c(-95.6510752995074, 32.2536366263005)
"37018",212.132034355964,"dp",1063612,c(-95.2238934185872, 32.787556009137)
"37019",212.132034355964,"dp",1063255,c(-96.91087390643, 33.0817897921486)
"37020",212.132034355964,"dp",1062677,c(-96.9385337102646, 33.491558883455)
"37021",212.132034355964,"dp",1064281,c(-97.5571537176112, 32.2664610009302)
"37022",212.132034355964,"dp",1063556,c(-96.8856086398612, 32.8476201003269)
"37023",212.132034355964,"dp",1062745,c(-98.7850831293049, 33.4457460792319)
"37024",212.132034355964,"dp",1067451,c(-98.8750187384519, 29.240024524946)
"37025",212.132034355964,"dp",1067525,c(-99.3638789051432, 29.19572335598)
"37026",212.132034355964,"dp",1068223,c(-99.9144485713133, 28.3569575296247)
"37027",212.132034355964,"dp",1068194,c(-100.135133941549, 28.4129727570581)
"37034",212.132034355964,"dp",1069268,c(-98.4926374458157, 26.2576350491677)
"37035",212.132034355964,"dp",1068412,c(-99.1062721781846, 28.0401517770806)
"37036",212.132034355964,"dp",1069191,c(-97.4310547989208, 26.4129945889708)
"37061",212.132034355964,"dp",1064955,c(-106.005081191002, 31.3957145018196)
"37062",212.132034355964,"dp",1062584,c(-101.771913869732, 33.5655977973464)
"37063",212.132034355964,"dp",1063723,c(-100.768990697196, 32.702543247553)
"37064",212.132034355964,"dp",1060791,c(-101.698311947744, 35.0738664331692)
"37065",212.132034355964,"dp",1059899,c(-102.692544332328, 36.1246937283232)
"37066",212.132034355964,"dp",1060393,c(-101.277858850314, 35.4254130420208)
"37343",212.132034355964,"dp",1061696,c(-83.6130051722585, 34.3417712222145)
"37344",212.132034355964,"dp",1061123,c(-84.9846201971974, 34.8096468593483)
"37391",212.132034355964,"dp",1061753,c(-85.2370053168224, 34.2888015608006)
"37463",212.132034355964,"dp",1065457,c(-83.4817024826387, 30.6867486480291)
"37464",212.132034355964,"dp",1065483,c(-83.2184371564433, 30.6617464684225)
"37465",212.132034355964,"dp",1064731,c(-82.742347855169, 31.6965878862999)
"37466",212.132034355964,"dp",1063543,c(-83.2072626492033, 32.8533188314732)
"37467",212.132034355964,"dp",1063613,c(-83.5955611689374, 32.7822942698939)
"37468",212.132034355964,"dp",1063486,c(-84.3165888910775, 32.9064936115355)
"37469",212.132034355964,"dp",1062139,c(-84.2804300406351, 33.9378301759849)
"37470",212.132034355964,"dp",113227,c(-84.3753509247598, 33.9745107412506)
"37471",212.132034355964,"dp",1061784,c(-84.7765317874373, 34.2512826845369)
"37472",212.132034355964,"dp",1062986,c(-82.4193662476658, 33.2741197387858)
"37474",212.132034355964,"dp",1064834,c(-82.0433391740308, 31.5734988608205)
"37475",212.132034355964,"dp",1064711,c(-81.2559332736091, 31.7296164478027)
"37735",424.264068711929,"dp",114245,c(-95.024803474753, 29.2426152626581)
"37736",424.264068711929,"dp",113822,c(-95.4125312295522, 30.8758412873016)
"37737",424.264068711929,"dp",114598,c(-97.8320572975561, 26.1362315638866)
"37738",424.264068711929,"dp",114445,c(-97.1681239053044, 28.0101108132835)
"37800",2106.41876178503,"dp",9549,c(-94.6822107408167, 29.804189990228)
"37835",466.690475583121,"dp",113642,c(-98.7009398924264, 32.3669067112602)
"37854",933.380951166243,"dp",9414,c(-95.5746998166639, 33.8322208266351)
"37855",933.380951166243,"dp",9455,c(-98.4478101029254, 32.9289451853396)
"40213",127.279220613579,"dp",1063278,c(-94.35718240593, 33.0643101160191)
"40215",127.279220613579,"dp",1062330,c(-94.9281123275101, 33.7620657897613)
"40216",127.279220613579,"dp",1062580,c(-94.5990172924626, 33.5690045505513)
"40217",127.279220613579,"dp",1063436,c(-94.9832312756317, 32.9404006159459)
"40218",127.279220613579,"dp",1063704,c(-94.5605397094724, 32.7142394696162)
"40229",127.279220613579,"dp",1066239,c(-93.9783550168334, 29.8808553146399)
"40230",127.279220613579,"dp",1066407,c(-94.06875437249, 29.7932518153439)
"40231",127.279220613579,"dp",1066451,c(-94.1250549823908, 29.7765391045955)
"40232",127.279220613579,"dp",1066227,c(-94.0933864467092, 29.8891537017003)
"40233",127.279220613579,"dp",1066423,c(-94.7681599136219, 29.7852031379424)
"40234",127.279220613579,"dp",1067283,c(-94.9226588469217, 29.3258711384269)
"40235",127.279220613579,"dp",1067449,c(-94.8908297836022, 29.2413310415546)
"40236",127.279220613579,"dp",1067789,c(-95.5155988913016, 28.8794749910675)
"40237",127.279220613579,"dp",1067772,c(-95.4254759999103, 28.9049453762848)
"40238",127.279220613579,"dp",1067727,c(-95.3014327268056, 28.9566531121006)
"40239",127.279220613579,"dp",1067246,c(-95.5170124263355, 29.3427800496216)
"40240",127.279220613579,"dp",1067337,c(-95.7583523526511, 29.3012033913993)
"40241",127.279220613579,"dp",1066827,c(-95.9569161225611, 29.5699578709915)
"40242",127.279220613579,"dp",1066975,c(-96.3764640224777, 29.4895647380989)
"40243",127.279220613579,"dp",1067724,c(-96.1625876995502, 28.9696870644798)
"40244",127.279220613579,"dp",1068002,c(-96.170663131558, 28.6029126255307)
"40245",127.279220613579,"dp",1067916,c(-96.2893956153081, 28.6959963600214)
"40246",127.279220613579,"dp",1067868,c(-96.6008147737797, 28.7690052215694)
"40247",127.279220613579,"dp",1067912,c(-97.6011249130992, 28.7032022673237)
"40248",127.279220613579,"dp",1065220,c(-97.2471926851841, 30.9719839651149)
"40249",127.279220613579,"dp",1064945,c(-96.2570091643569, 31.3979039204369)
"40250",127.279220613579,"dp",1065390,c(-95.9607955404776, 30.7621921787524)
"40251",127.279220613579,"dp",1065575,c(-96.1005393083915, 30.5585093608331)
"40252",127.279220613579,"dp",1065615,c(-96.2707521138037, 30.5199827277313)
"40253",127.279220613579,"dp",1064553,c(-95.5403023111377, 31.967255320244)
"40254",127.279220613579,"dp",1064497,c(-95.7114604459731, 32.0248490694503)
"40255",127.279220613579,"dp",1064704,c(-95.9659903932048, 31.7343163403131)
"40256",127.279220613579,"dp",1063872,c(-95.6030195674544, 32.5981958238013)
"40257",127.279220613579,"dp",1064238,c(-95.3687205617021, 32.3160640410488)
"40258",127.279220613579,"dp",1063573,c(-95.247901218659, 32.825271085847)
"40260",127.279220613579,"dp",1062909,c(-96.2504498267073, 33.331869556529)
"40261",127.279220613579,"dp",1063187,c(-96.3481041397778, 33.1392453092223)
"40262",127.279220613579,"dp",1062351,c(-96.5692532565234, 33.7426374864714)
"40265",127.279220613579,"dp",1063517,c(-96.4564335407702, 32.8829094260639)
"40266",127.279220613579,"dp",1064285,c(-96.5348200781887, 32.2584881282467)
"40267",127.279220613579,"dp",1064469,c(-96.4397520437293, 32.0607314556274)
"40268",127.279220613579,"dp",1064445,c(-98.8601699319439, 32.089234029561)
"40269",127.279220613579,"dp",1066244,c(-99.1625326561759, 29.8770695378455)
"40270",127.279220613579,"dp",1066480,c(-99.1468366204678, 29.7663545177895)
"40271",127.279220613579,"dp",1066564,c(-97.9204545168397, 29.7092378923959)
"40272",127.279220613579,"dp",1067319,c(-98.2833584560743, 29.3063937850255)
"40274",127.279220613579,"dp",1068289,c(-99.5965592572131, 28.2219627043327)
"40275",127.279220613579,"dp",1068917,c(-99.3580954510769, 27.201778351618)
"40278",127.279220613579,"dp",1069281,c(-97.9246772855373, 26.1800199362314)
"40279",127.279220613579,"dp",1069022,c(-98.3302503627524, 26.8555782049295)
"40280",127.279220613579,"dp",1069088,c(-97.9761576071993, 26.7080176328689)
"40281",127.279220613579,"dp",1068316,c(-97.1678340637359, 28.1711958388392)
"40282",127.279220613579,"dp",1068471,c(-97.1787276476095, 27.9601644223838)
"40283",127.279220613579,"dp",1068595,c(-97.2445439791584, 27.8497437029974)
"40284",127.279220613579,"dp",1068575,c(-97.5273446270689, 27.8644230636653)
"40285",127.279220613579,"dp",1068533,c(-97.6857854057, 27.8895813118088)
"40286",127.279220613579,"dp",1068938,c(-97.4512277720866, 27.1452057365529)
"40287",127.279220613579,"dp",1068372,c(-96.8561072272916, 28.100345182201)
"40288",127.279220613579,"dp",1068327,c(-96.8980093998909, 28.1589288518412)
"40289",127.279220613579,"dp",1068166,c(-96.8462258593572, 28.4401955689894)
"40290",127.279220613579,"dp",1068271,c(-96.5823674727216, 28.2730862979105)
"40291",127.279220613579,"dp",1068274,c(-96.6046005505741, 28.2631915526729)
"40292",127.279220613579,"dp",1069269,c(-97.4934688363659, 26.2384430782336)
"40311",127.279220613579,"dp",1062578,c(-101.814239656932, 33.5757288749399)
"40662",127.279220613579,"dp",1062299,c(-85.1356231952713, 33.7852308197339)
"40665",127.279220613579,"dp",1063732,c(-85.0582265782866, 32.6918726187321)
"40724",127.279220613579,"dp",1065135,c(-81.5759139061033, 31.1317401785567)
"40736",127.279220613579,"dp",1065383,c(-84.8875634036681, 30.7725729660048)
"40737",127.279220613579,"dp",1065320,c(-83.395044312766, 30.8539783148365)
"40738",127.279220613579,"dp",1064846,c(-82.4802240588432, 31.553762879558)
"40739",127.279220613579,"dp",1064623,c(-82.5250781563398, 31.8617440711174)
"40740",127.279220613579,"dp",1063643,c(-82.5067557101112, 32.770370633677)
"40741",127.279220613579,"dp",1064324,c(-83.0991472850615, 32.2177542401234)
"40742",127.279220613579,"dp",1064046,c(-83.28974710049, 32.4690290435862)
"40743",127.279220613579,"dp",1064444,c(-84.4073717294246, 32.0936173258966)
"40744",127.279220613579,"dp",1062918,c(-84.8651653390766, 33.3234061827296)
"40745",127.279220613579,"dp",1062907,c(-84.7147776969481, 33.3320925115817)
"40746",127.279220613579,"dp",1062514,c(-84.8022518823135, 33.6077006294931)
"40747",127.279220613579,"dp",1062540,c(-84.6409528199072, 33.5833583968423)
"40748",127.279220613579,"dp",1062294,c(-84.412330249796, 33.79300303287)
"40749",127.279220613579,"dp",1062097,c(-84.1302296807508, 33.9755274162908)
"40750",127.279220613579,"dp",1061894,c(-83.9023606987176, 34.1475684531348)
"40751",127.279220613579,"dp",1063429,c(-83.3857158733622, 32.9463445976502)
"40752",127.279220613579,"dp",1063315,c(-83.2731547854701, 33.036097383654)
"40753",127.279220613579,"dp",1063442,c(-83.1621900557551, 32.9374308546443)
"40754",127.279220613579,"dp",1062367,c(-82.8238067132133, 33.7309189689029)
"41436",254.558441227157,"dp",1065897,c(-94.0395695560952, 30.1210537110858)
"41437",254.558441227157,"dp",1065765,c(-93.7620261883266, 30.3132721801967)
"41443",254.558441227157,"dp",1066462,c(-93.9828676270995, 29.7706352548008)
"41444",254.558441227157,"dp",1066949,c(-94.5715893618828, 29.5167162044134)
"41445",254.558441227157,"dp",1066461,c(-94.8628355471887, 29.7701001626744)
"41446",254.558441227157,"dp",1067480,c(-95.2102797830711, 29.2280384613143)
"41447",254.558441227157,"dp",1066712,c(-95.6850536495346, 29.6363538856773)
"41448",254.558441227157,"dp",1067760,c(-96.081226941729, 28.9192367951611)
"41449",254.558441227157,"dp",1067845,c(-96.6041011312561, 28.8134535408702)
"41450",254.558441227157,"dp",1067901,c(-97.2092100624108, 28.7267374026838)
"41451",254.558441227157,"dp",1065838,c(-95.6433565955838, 30.2049026472948)
"41452",254.558441227157,"dp",1064873,c(-96.1800361619724, 31.524729672599)
"41453",254.558441227157,"dp",1064015,c(-95.6795957098452, 32.4975762085303)
"41454",254.558441227157,"dp",1062964,c(-95.7261799385505, 33.2918134517659)
"41455",254.558441227157,"dp",1067339,c(-98.4953129064478, 29.298425371443)
"41457",254.558441227157,"dp",1069274,c(-98.4720051852414, 26.2353484621025)
"41458",254.558441227157,"dp",1068233,c(-96.6588499739903, 28.3407353199923)
"41466",254.558441227157,"dp",1064952,c(-101.859111590833, 31.3961737892282)
"41467",254.558441227157,"dp",1060809,c(-101.625129181255, 35.0587054895875)
"41468",254.558441227157,"dp",1060761,c(-102.777980708512, 35.1032742046167)
"41601",254.558441227157,"dp",1065442,c(-83.6273099684379, 30.6993054765956)
"41671",509.116882454314,"dp",114285,c(-95.7081250383851, 29.1054979052646)
"41672",509.116882454314,"dp",113666,c(-95.7440564746738, 32.2121580683014)
"41692",509.116882454314,"dp",113775,c(-84.8893515031905, 31.3178764338307)
"41729",615.548535860496,"dp",113585,c(-98.3136937205409, 32.6354783677092)
"41739",1231.09707172099,"dp",9457,c(-95.5770319265149, 32.8281204514202)
"41768",1637.13163795707,"dp",822,c(-82.8463251735332, 34.3982056051469)
"41789",558.032257132148,"dp",113799,c(-99.4208260846968, 31.1420852930007)
"41790",558.032257132148,"dp",113347,c(-101.091138452802, 33.4723936671273)
"41794",1116.0645142643,"dp",113967,c(-96.7341820271872, 29.9253794386585)
"41864",685.419579527752,"dp",9519,c(-98.3518948392658, 30.5596910226122)
"41885",1231.46254510643,"dp",9523,c(-95.5874350092726, 30.4598294545203)
"41886",2462.92509021286,"dp",9432,c(-95.6551687542744, 33.3185100897729)
"42639",234.3074902772,"dp",1065917,c(-93.7095916190391, 30.0934697119692)
"42648",234.3074902772,"dp",1066508,c(-94.0672650327381, 29.7407414413385)
"42649",234.3074902772,"dp",1066209,c(-94.2686781682212, 29.8946250186929)
"42650",234.3074902772,"dp",1067442,c(-95.4667851120695, 29.2449339952058)
"42651",234.3074902772,"dp",1067747,c(-96.0820697118281, 28.9330555493257)
"42653",234.3074902772,"dp",113630,c(-99.0006895834411, 32.438979161587)
"42654",234.3074902772,"dp",1064638,c(-99.5697823553872, 31.8357831847842)
"42655",234.3074902772,"dp",1068237,c(-99.9142434526648, 28.3328560884308)
"42657",234.3074902772,"dp",1068758,c(-97.8349780087461, 27.5881728352022)
"42658",234.3074902772,"dp",1068905,c(-97.5100522331837, 27.2287068628797)
"42659",234.3074902772,"dp",1068390,c(-96.9222134004089, 28.0759182266302)
